isbn,name,author,stock,publisher,,price,borroweCount,type
,我的青年时代,阿图尔·鲁宾斯坦/梁全炳/姚曼華,1,中央音乐学院出版社,2005-05-01 00:00:00,39.00 ,0,2
,我的第一本古典音乐书,大卫·波格/斯科特·斯派克/余志刚,1,人民邮电出版社,2014-01-01 00:00:00,68.00 ,0,2
,中国音乐史,王光祈,2,广西师范大学出版社,2005-05-01 00:00:00,21.60 ,0,2
,The Beatles,Hunteravies/林東翰,2,商周,#VALUE!,580.00 ,0,2
,伟大作曲家的生活,（美）哈罗德·C·勋伯格/冷杉/侯珅/王迎,1,生活·读书·新知三联书店,2007-01-01 00:00:00,49.80 ,0,2
,流行音乐与爵士乐和声学,任达敏,1,人民音乐出版社,1997-11-01 00:00:00,18.00 ,0,2
,回到苏联,[英]莱斯利·伍德海德/石晰颋,2,广西师范大学出版社,2015-08-01 00:00:00,CNY48.00,0,2
,像一块滚石,[美]鲍勃·迪伦/徐振锋/吴宏凯,2,江苏人民出版社,2006-01-01 00:00:00,25.00 ,0,2
,欧美流行音乐指南,王小峰/章雷主编/马铭星等编写,1,南京大学出版社,2008-08-01 00:00:00,188.00 ,0,2
,请宰了我,[美]莱格斯·麦克尼尔/吉里安?麦凯恩编著/郝舫/时颖/卢世伟/韩镝/王洋,2,花城出版社,2005-01-01 00:00:00,48.00 ,0,2
,伤花怒放,郝舫,1,甘肃人民美术出版社,2010-12-01 00:00:00,48.80 ,0,2
,民谣吉他经典教程,张文忠编著,2,中国矿业大学出版社,1992-06-01 00:00:00,14.80 ,0,2
,脑袋里装了2000出歌剧的人,（美）奥利弗·萨克斯/王彩虹,1,中信出版社,2011-01-01 00:00:00,29.00 ,0,2
,满是镜子的房间,查尔斯?R.克罗斯（CharlesR.Cross）/董楠,1,南京大学出版社,2012-02-01 00:00:00,32.00 ,0,2
,黑胶圣经,郭思蔚,1,上海文艺出版社,2014-06-01 00:00:00,79.00 ,0,2
,西方音乐一千年,廖叔同,2,三联书店,2004-10-01 00:00:00,39.00 ,0,2
,与傅聪谈音乐,艾雨编,2,生活·读书·新知三联书店,1997-12-01 00:00:00,7.20 ,0,2
,关于一个孩子,麦克尔?阿泽拉德(MichaelAzerra)/黄小猩,1,南京大学出版社,2012-07-01 00:00:00,36.00 ,0,2
,昨日書,馬世芳,2,新經典文化,2010-11-03 00:00:00,TW320,0,2
,音乐奇案的医学密码,黄震遐,2,生活·读书·新知三联书店,2013-01-01 00:00:00,49.80 ,0,2
,等待藥頭,哈利．夏畢洛/HarryShapiro/李佳純,2,商周出版,1905-06-30 00:00:00,550.00 ,0,2
,这么远那么近,宇文卿,2,北京联合出版,2013-04-01 00:00:00,45.00 ,0,2
,傅聪：望七了！,傅敏（编）,2,天津社会科学院出版社,2004-11-01 00:00:00,35.00 ,0,2
,古琴丛谈,郭平,1,山东画报出版社,1905-06-28 00:00:00,29.00 ,0,2
,爵士名盘300,王昕,2,上海人民出版社,2004-04-01 00:00:00,48.00 ,0,2
,野变奏,（法）埃莱娜?格里莫/余磊,2,上海教育出版社,2005-05-01 00:00:00,21.00 ,0,2
,滚石30,段书佩主编,1,哈尔滨出版社,2011-05-01 00:00:00,88.00 ,0,2
,黑膠唱片收藏圖鑑：LP玩家實用事典,侯宏易,2,世界文物出版社,2007-12-01 00:00:00,480.00 ,0,2
,乌托有个帮,米拉拉,1,九州出版社,2013-11-01 00:00:00,56.00 ,0,2
,左小祖咒有谱,左小祖咒,1,上海教育出版社,2011-08-20 00:00:00,55.00 ,0,2
,古琴,章华英,1,浙江人民出版社,2005-03-01 00:00:00,47.00 ,0,2
,昨日不辞而别,锤子,2,鹭江出版社,2015-07-01 00:00:00,58.00 ,0,2
,老灵魂,韩松落,2,北京联合出版公司,2016-01-01 00:00:00,39.80 ,0,2
,与小泽征尔共度的午后音乐时光,(日)小泽征尔/(日)村上春树/刘名扬,2,南海出版公司,2014-05-01 00:00:00,39.50 ,0,2
,春天责备,周云蓬,2,上海文艺出版社,2010-12-01 00:00:00,32.00 ,0,2
,音乐使人自由,坂本龙一/何启宏,2,重庆大学出版社\楚尘文化,2013-07-01 00:00:00,48.00 ,0,2
,感动，如此创造,[日]久石让/何启宏,2,中信出版社,2012-03-01 00:00:00,38.00 ,0,2
,夏梦狂诗曲（全二册新版）,君子以泽,1,中国华侨出版社,2015-01-01 00:00:00,CNY59.80,0,2
,西方音乐史,唐纳德·杰·格劳特/帕利斯卡（Palisca，C.V.）/汪启璋,2,人民音乐出版社,1996-01-01 00:00:00,99.00 ,0,2
,她比烟花寂寞,希拉里?杜普蕾/皮尔斯?杜普蕾/黄昱宁/管舒宁,2,同心出版社,2012-02-01 00:00:00,39.80 ,0,2
,龐克的哲學,克雷格?歐哈拉/張釗維/吳佳臻,2,商周出版,2005-04-12 00:00:00,280.00 ,0,2
,流行歌词创作指南,王胜君,1,东方出版社,2015-07-01 00:00:00,32.00 ,0,2
,噪音,贾克·阿达利/宋素凤/翁桂堂,1,上海人民出版社,1905-06-22 00:00:00,15.00 ,0,2
,民谣吉他考级标准教程,王鹰/马鸿,2,成都时代出版社,2005-07-01 00:00:00,32.00 ,0,2
,我們從未不認識,林宥嘉,2,萬金油,自轉星球,,0,2
,音乐、语言与脑,（美）Aniruh.Patel/杨玉芳/蔡丹超,1,华东师范大学出版社,2011-12-01 00:00:00,49.80 ,0,2
,Musicophilia,OliverSacks,2,Knopf,2007-10-16 00:00:00,182.00 ,0,2
,摇滚梦寻,雪季,2,中国电影出版社,1905-06-15 00:00:00,8.50 ,0,2
,当代流行歌手声乐技巧基础,安妮·佩克汉姆/赵仲明/傅显舟,2,人民音乐,2009-09-01 00:00:00,54.00 ,0,2
,谁愿永生,[英]彼得?弗里斯通/[英]大卫?埃文斯/陈震,1,南京大学出版社,2012-08-01 00:00:00,28.00 ,0,2
,傅雷谈音乐,傅雷,1,当代世界出版社,2005-11-01 00:00:00,22.80 ,0,2
,音乐人类学,艾伦·帕·梅里亚姆/穆谦,2,人民音乐,2010-04-01 00:00:00,62.00 ,0,2
,音乐美学观念史引论,卡尔·达尔豪斯/Carlahlhaus/杨燕迪,2,上海音乐学院出版社,1905-06-28 00:00:00,24.00 ,0,2
,音乐哲学导论,彼得?基维/刘洪/杨燕迪,1,华东师范大学出版社,2012-01-01 00:00:00,39.80 ,0,2
,十方一念,林夕,2,亮光文化,2009-07-24 00:00:00,HK$128,0,2
,我们同年生,大江健三郞/小泽征尔/邹东来,2,文汇出版社,2010-08-01 00:00:00,15.00 ,0,2
,听不完的历史,邵鲁,1,广西师范大学出版社,2013-05-01 00:00:00,38.00 ,0,2
,单声部视唱教程（上）,上海音乐学院视唱,2,上海音乐出版社,2003-08-01 00:00:00,18.00 ,0,2
,流行音乐与毒品的历史,（英）哈里·夏皮罗/李正子,1,金城出版社,2014-04-01 00:00:00,45.00 ,0,2
,放任自流的时光,SuzeRotolo/苏西·罗托洛/陈震,1,光明日报出版社,2011-11-20 00:00:00,36.00 ,0,2
,神秘列车,[美]格雷尔·马库斯/姚向辉,1,南京大学出版社,2009-09-01 00:00:00,28.00 ,0,2
,古典作曲家排行榜,菲尔·G·古尔丁/雯边,2,海南出版社,1998-09-01 00:00:00,39.80 ,0,2
,伤花怒放,郝舫,1,江苏人民出版社,2003-10-01 00:00:00,48.00 ,0,2
,给所有明日的聚会,陈德政,2,广西师范大学出版社,2014-11-01 00:00:00,42.00 ,0,2
,制造伍德斯托克,埃利奥特·提伯/汤姆·蒙特/吴冰青,1,译林出版社,2009-08-01 00:00:00,28.00 ,0,2
,耳朵借我,馬世芳,2,新經典圖文傳播,2014-05-01 00:00:00,320.00 ,0,2
,西方音乐通史,于润洋,2,上海音乐出版社,2003-07-01 00:00:00,38.00 ,0,2
,我为什么要练琴,加里?格拉夫曼/陈泠竹,2,广西师范大学出版社,2013-11-01 00:00:00,48.00 ,0,2
,近世古琴逸话,严晓星,1,中华书局,2010-01-01 00:00:00,28.00 ,0,2
,首演,[美]托马斯·F.凯利/沈祺,1,商务印书馆,2011-02-01 00:00:00,33.00 ,0,2
,摇滚,凯文?J?H?德特马/刘雯/郭春雷,1,中国人民大学出版社,2013-02-01 00:00:00,68.00 ,0,2
,遥远的乡愁,重返61号公路,1,新星出版社,2007-09-01 00:00:00,28.00 ,0,2
,孩子学钢琴，父母先上课,茅为蕙,1,广西科技,2011-10-01 00:00:00,35.00 ,0,2
,钢琴上的美妙旋律100首,"柯尔伯,/王嘉",1,上海音乐出版社,2006-05-01 00:00:00,25.00 ,0,2
,丰子恺谈音乐,丰子恺,1,东方出版社,2005-11-01 00:00:00,29.80 ,0,2
,一往无前,[美]约翰尼·卡什/[美]帕特里克·卡尔/马里万,2,联邦走马制作,2013-08-01 00:00:00,100.00 ,0,2
,音乐治疗学基础理论,高天,1,世界图书出版公司北京公司,2007-04-01 00:00:00,25.00 ,0,2
,剑桥西方音乐理论发展史,托马斯·克里斯坦森/任达敏,1,上海音乐出版社,2011-11-01 00:00:00,128.00 ,0,2
,挖掘嗓音的潜力,梅里贝斯·德姆/周音怡,1,中央音乐学院,2010-03-01 00:00:00,22.00 ,0,2
,音乐逸事,(英)诺曼·莱布雷希特(NormanLebrecht)/盛韵,1,生活·读书·新知三联书店,1905-06-29 00:00:00,39.80 ,0,2
,听者有心,李皖,2,三联书店,2003-09-01 00:00:00,10.00 ,0,2
,尤克里里完全入门24课,陈建廷,2,吉林出版集团,2010-07-01 00:00:00,38.00 ,0,2
,外国音乐在外国,陈丹青,1,广西师范大学出版社,2010-01-01 00:00:00,48.00 ,0,2
,音乐理论基础,李重光,1,人民音乐出版社,2007-11-01 00:00:00,16.80 ,0,2
,列侬回忆,[美]扬·温纳/陈维明/马世芳,1,广西师范大学出版社,2011-03-01 00:00:00,39.00 ,0,2
,聆听大门,[美]格雷尔·马库斯/董楠,1,河南大学出版社,2015-02-01 00:00:00,32.00 ,0,2
,声音设计,(美)索南夏因/王旭锋译,1,浙江大学出版社,1905-06-29 00:00:00,35.00 ,0,2
,音乐的故事,[法]罗曼·罗兰/冷杉/代红,1,江苏文艺出版社,2011-04-01 00:00:00,26.00 ,0,2
,老美国志异,(美)格雷尔·马库斯（GreilMarcus）/董楠,2,南京大学出版社,2008年9月第一版,22.00 ,0,2
,古典音乐日课书,莱斯利?丘/LeslieChew/刘东伟,2,中央编译出版社,2012-09-01 00:00:00,68.00 ,0,2
,亂寫,范曉萱,2,年代全球文化,2005-04-01 00:00:00,250.00 ,0,2
,C流浪记,吕正惠,2,广西师范大学出版社,2010-04-01 00:00:00,28.00 ,0,2
,聆听巴赫,[德]米歇尔?魏尔新/吴勇立,1,漓江出版社,2014-07-01 00:00:00,25.00 ,0,2
,李斯特论肖邦,李斯特/张泽民,1,人民音乐出版社,1965-12-01 00:00:00,10.50 ,0,2
,古典音乐一本通,阿申,2,长江文艺出版社,2011-09-01 00:00:00,35.00 ,0,2
,摇滚圣经,李宏杰,2,天津人民出版社,2013-07-01 00:00:00,188.00 ,0,2
,音乐治疗理论与实践,帕夫利切维奇/苏琳,1,世界图书出版公司,2006-05-01 00:00:00,25.00 ,0,2
,左岸琴声,[美]赛德·卡哈特/郑慧华,2,新星出版社,2006-08-01 00:00:00,24.80 ,0,2
,我们好像在哪见过,郭诚,1,人民邮电出版社,2014-04-01 00:00:00,36.00 ,0,2
,波诺谈波诺,波诺（Bono）/米奇卡·阿塞亚（MichkaAssayas）/徐振锋,1,江苏人民出版社,2009-07-01 00:00:00,28.00 ,0,2
,音乐哲学,[英]阿伦·瑞德莱/王德峰夏巍李宏昀,2,上海人民出版社,2007-04-01 00:00:00,22.00 ,0,2
,巴斯蒂安钢琴教程1（套装共4册）,詹姆斯·巴斯蒂安,1,上海音乐出版社,2006-01-01 00:00:00,48.00 ,0,2
,最易上手,,2,出版信息：卓飞,2010-01-01 00:00:00,32.00 ,0,2
,當吉他手遇見禪,菲利浦.利夫.須藤(PhilipToshioSuo)/方美鈴,1,"台北市:橡樹林文化出版,2003[民92]:城邦文化發行",1905-06-25 00:00:00,新台幣220,0,2
,小夜曲,[英]石黑一雄/张晓意,2,上海译文出版社,2011-04-01 00:00:00,27.00 ,0,2
,吉他入门经典教程（超炫图解版）,李国标,1,化学工业出版社,2015-03-01 00:00:00,49.80 ,0,2
,陈丹青音乐笔记,陈丹青,2,上海音乐出版社,2002-03-01 00:00:00,25.00 ,0,2
,长发飞扬的日子,姜昕,2,湖南文艺出版社,2011-05-30 00:00:00,30.00 ,0,2
,美丽失败者,[加拿大]莱昂纳德·科恩/刘衎衎,2,上海译文出版社,2012-04-01 00:00:00,38.00 ,0,2
,地下乡愁蓝调,马世芳,1,广西师范大学出版社,2015-06-01 00:00:00,48.00 ,0,2
,纽约时报古典乐评精选,[美]艾伦·科赞/黄意淳译,1,南京大学出版社,2009-10-01 00:00:00,30.00 ,0,2
,多少次散场 忘记了忧伤,李皖,1,生活·读书·新知三联书店,2013-01-01 00:00:00,55.00 ,0,2
,爵士乐群英谱 2,村上春树/和田诚画/林少华,2,上海译文出版社,2012-06-01 00:00:00,28.00 ,0,2
,低音提琴,帕特里克·聚斯金德/黄克琴宋健飞,1,上海译文出版社,1905-06-28 00:57:36,10.00 ,0,2
,声音的旅行,北京德国文化中心·歌德学院（中国）一石文化编,2,上海人民出版社,2011-04-01 00:00:00,38.00 ,0,2
,上车走人,[美]亨利·罗林斯/郝舫等,2,文化艺术出版社,2002-08-01 00:00:00,29.80 ,0,2
,Lay Gaga 追逐名誉,[英]保罗.莱斯特/王烁/王同乐/张凡夕,1,中国摄影出版社,2011-01-01 00:00:00,32.00 ,0,2
,李重光怎样读五线谱,李重光,2,湖南文艺出版社,2005-01-01 00:00:00,10.00 ,0,2
,基本乐理简明教程,李重光,1,人民音乐出版社,1990-10-01 00:00:00,18.00 ,0,2
,二十世纪音乐,罗伯特.摩根,1,上海音乐出版社有限公司,2014-01-01 00:00:00,98.00 ,0,2
,儿童音乐之旅：世界上最美的儿童歌曲绘本,[法]阿特丽斯?阿尔马格纳/[法]尚塔尔?格洛斯雷加特/王珺,1,连环画出版社,2013-08-01 00:00:00,68.00 ,0,2
,我的音乐厨房,韩良忆/[荷兰]侯约柏/世纪文景,1,出版信息：上海人民出版社,2013-09-01 00:00:00,49.80 ,0,2
,想象你是一颗飞翔的种子,[美]小野洋子/张芸,1,新星出版社,2015-04-01 00:00:00,39.50 ,0,2
,昨日书,马世芳,2,广西师范大学出版社,2011-02-01 00:00:00,39.00 ,0,2
,古典音乐的巨匠时代（1685—1897）,田艺苗,2,天津人民出版社,2014-01-01 00:00:00,32.00 ,0,2
,成人钢琴自学教程,,1,出版信息：周彬彬,2012-04-01 00:00:00,68.00 ,0,2
,失恋排行榜,[英国]尼克·霍恩比/卢慈颖,2,国际文化出版公司,2009-06-01 00:00:00,22.00 ,0,2
,爵士乐群英谱,[日]村上春树文/[日]和田诚画/林少华,2,上海译文出版社,2002-09-01 00:00:00,20.00 ,0,2
,词家有道,黄志华/朱耀伟/梁伟诗,1,广西师范大学出版社,2010-09-01 00:00:00,29.80 ,0,2
,伊甸园之门,莫里斯·迪克斯坦/方晓光,2,译林出版社,2007-10-01 00:00:00,26.00 ,0,2
,摇滚谱系,布鲁诺·麦克唐纳/邵逸,2,中央编译出版社,2012-03-01 00:00:00,128.00 ,0,2
,爵士乐群英谱,村上春树/林少华,1,上海译文出版社,2013-10-01 00:00:00,CNY34.00,0,2
,Criterion esigns,TheCriterionCollection,1,TheCriterionCollection,2014-11-25 00:00:00,99.95 ,0,2
,Magnum Contact Sheets,"Lubben,Kristen",1,Thames&Huson,2011-11-01 00:00:00,169.50 ,0,2
,生命之灵,罗莎蒙德?基德曼?考克斯/沈成/野性中国,2,中信出版社,2015-01-01 00:00:00,198.00 ,0,2
,Genesis,SebastiaoSalgao,1,Taschen,2013-04-05 00:00:00,69.99 ,0,2
,Solitue of Ravens,MasahisaFukase,1,BeforArts,1991-11-01 00:00:00,19.95 ,0,2
,Before They Pass Away,JimmyNelson,2,teNeues,2013-10-15 00:00:00,150.00 ,0,2
,Josef Kouelka: the Exiles,,1,出版信息：JosefKouelka,ThamesanHusonLt,"13October,1997",0,2
,地球之光,大卫·艾登堡/扬恩·亚瑟-贝特朗/拉奥·斯莱特/克里斯·派克汉姆/吉姆·布兰登伯格/西蒙·金/克劳斯·尼戈/埃里奥·德拉·费雷拉/史悦丹,1,中国大百科全书出版社,2011-01-01 00:00:00,198.00 ,0,2
,Alexaner McQueen,AnrewBolton,1,MetropolitanMuseumofArt,2011-05-31 00:00:00,CA44.17,0,2
,史蒂夫·麦凯瑞作品精选,史蒂夫·麦凯瑞/薛非寒,2,北京美术摄影出版社,2013-04-01 00:00:00,509.00 ,0,2
,Michael Kenna: Images of the Seventh ay,,2,出版信息：SanroParmiggiani,2011-02-22 00:00:00,50.00 ,0,2
,四季,吕楠,2,中国民族摄影艺术出版社,2014-09-01 00:00:00,520.00 ,0,2
,未来ちゃん,川島小鳥,2,ナナロク社,2011-03-22 00:00:00,JPY21.00,0,2
,电影摄影：理论与实践,[美]布莱恩·布朗/丁亚琼,1,世界图书出版公司北京公司,2015-01-01 00:00:00,108.00 ,0,2
,摄影理论 历史脉络与案例分析,[比利时]希尔达·凡·吉尔德/[荷兰]海伦·维斯特杰斯特/毛卫东,2,中国民族摄影艺术出版社,2014-03-01 00:00:00,58.00 ,0,2
,此间的怦然| 至二十四节气,张春,1,上海动画大王文化传媒有限公司上海人民美术出版社,2012-03-01 00:00:00,30.00 ,0,2
,Vivian Maier,JohnMaloof,2,Harperesign,2014-10-28 00:00:00,80.00 ,0,2
,迁徙的鸟,黄秀莲黄小萱译/黄秀莲,1,河北教育出版社,2004-02-01 00:00:00,388.00 ,0,2
,植田正治写真集：吹き抜ける風,植田正治,1,求龍堂,2006-01-01 00:00:00,JPY3240,0,2
,Saul Leiter,SaulLeiter,1,Steil,2006-01-15 00:00:00,65.00 ,0,2
,南美洲,刘莹/田野,1,中国大百科全书出版社,2014-08-01 00:00:00,68.00 ,0,2
,"安齋ららヌード写真集「Hello,Goobye」",安齋らら,2,集英社,2014-06-16 00:00:00,JPY3240,0,2
,珍藏布列松,亨利?卡蒂埃-布列松基金会/刘莉/张晓,1,中国摄影出版社,1905-07-02 12:00:00,258.00 ,0,2
,"Photoshop CS3/CS4 Wow! Book, The (8th Eition)",Linneaayton/CristenGillespie,2,PeachpitPress,2010-05-07 00:00:00,59.99 ,0,2
,觀察者的技術,強納森．柯拉瑞/JonathanCrary,1,蔡佩君,行人出版社,,0,2
,艺术.设计的平面构成,朝倉直巳,2,呂清夫,北星圖書,144.40 ,0,2
,宝生舞+篠山紀信,篠山紀信,1,朝日出版社,1996-05-01 00:00:00,JPY3262,0,2
,樋口可南子?贅沢な時間,篠山紀信,2,小学館,1905-06-03 00:00:00,JPY713,0,2
,生活中的影像,,2,出版信息：Lens,2013-07-01 00:00:00,60.00 ,0,2
,Hiroshi Sugimoto,HiroshiSugimoto/PiaMuller-Tamm/KerryBrougher,2,HatjeCantz,2010-04-01 00:00:00,141.25 ,0,2
,Vivian Maier,VivianMaier/RicharCahan/MichaelWilliams,2,CityFilesPress,2012-10-16 00:00:00,60.00 ,0,2
,Helmut Newton: Sumo,HelmutNewton,1,TASCHENAmericaLlc,2009-09-21 00:00:00,99.99 ,0,2
,读Reaing,(法)玛格南图片社/读库,1,新星出版社,2015-09-01 00:00:00,68.00 ,0,2
,美国纽约摄影学院摄影教材（上册）,美国纽约摄影学院/中国摄影出版社,1,中国摄影出版社,2010-08-01 00:00:00,98.00 ,0,2
,美国绘画透视完全教程,菲尔·梅茨格/孙惠卿,2,上海人民美术出版社,2013-01-01 00:00:00,65.00 ,0,2
,被人遗忘的人：中国精神病人生存状况,吕楠,2,中国图书出版社,1905-06-30 00:00:00,288.00 ,0,2
,无尽深蓝,[美]西尔维亚·A.厄尔（SylviaA.Earle）/姜琪,2,北京联合出版公司,2015-04-01 00:00:00,216.00 ,0,2
,浪漫的逃亡,阿信,2,B'INMUSIC相信音樂國際股份有限公司,1905-06-30 00:00:00,新台币380,0,2
,图像与眼睛,[英]E.H.贡布里希/范景中/杨思梁/徐一维/劳诚烈,2,广西美术出版社,2013-07-31 00:00:00,98.00 ,0,2
,雕刻光线,麦克纳利,2,人民邮电出版社,2013-05-01 00:00:00,138.00 ,0,2
,在路上——中国的天主教,吕楠,2,中国图书出版社,2008年,280.00 ,0,2
,被遗忘的人,吕楠,1,中国民族摄影艺术出版社,2014-09-01 00:00:00,380.00 ,0,2
,Hokkaio aio Moriyama,,1,出版信息：森山大道,aioMoriyama,,0,2
,Workers,SebastiaoSalgao,2,Aperture,2005-06-15 00:00:00,100.00 ,0,2
,中国昆虫生态大图鉴,张巍巍/李胜,1,重庆大学出版社,2011-04-01 00:00:00,398.00 ,0,2
,Reminiscence―李麗珍(ロレッタ?リー)写真集,撮影：小沢忠恭,1,竹書房,1994-06-01 00:00:00,,0,2
,iane Arbus Revelations,ianeArbus,2,RanomHouse,2003-09-30 00:00:00,100.00 ,0,2
,Photoshop修色圣典,马古利斯/邓力文/毛晓燕,1,人民邮电出版社,2009-08-01 00:00:00,158.00 ,0,2
,自然之美,影像生物多样性调查所（IBE）/中信出版社,2,出版信息：中国国家地理·图书,2015-04-10 00:00:00,198.00 ,0,2
,Photoshop CS3以假乱真的艺术,卡普林/杨志锋，杨昕立,2,电子工业出版社,2008-09-01 00:00:00,108.00 ,0,2
,Theatres,HansBelting/HiroshiSugimoto,1,SonnabenSunellEitionsanEyestorm,2000-01-01 00:00:00,195.00 ,0,2
,ANCIENT ANGKOR,MichaelFreeman/ClaueJacques,1,RiverBooks,1905-06-21 00:00:00,27.95 ,0,2
,City of arkness,IanLambot/GregGirar,1,Watermark,1993-10-01 00:00:00,42.50 ,0,2
,家庭日记 森友治家的故事3,森友治摄/范丽慧译,1,北京美术摄影出版社,2015-03-01 00:00:00,69.00 ,0,2
,四季,吕楠,2,四川美术出版社,2007-01-01 00:00:00,380.00 ,0,2
,美国人,罗伯特·弗兰克,2,史泰德出版社,2008-01-01 00:00:00,288.00 ,0,2
,中国景色,单之蔷,2,九州出版社,1905-06-30 02:52:48,68.00 ,0,2
,Re-Color News Solier,LiZhensheng,2,PhaionPress,2003-10-01 00:00:00,39.95 ,0,2
,晚清碎影,中華世紀壇編,2,中國攝影出版社,2009-04-01 00:00:00,150.00 ,0,2
,机械复制时代的艺术作品,[德]W.本雅明/王才勇译/朱更生校,2,浙江摄影出版社,1993-06-01 00:00:00,11.00 ,0,2
,壹玖壹壹,[美]刘香成,2,世界图书出版公司,2011-10-01 00:00:00,600.00 ,0,2
,美国纽约摄影学院摄影教材（上）,美国纽约摄影学院/李之聪/李孝贤/魏学礼/俞士忠,1,中国摄影出版社,2000-03-01 00:00:00,90.00 ,0,2
,美国纽约摄影学院摄影教材（下册）,美国纽约摄影学院/中国摄影出版社,2,中国摄影出版社,2010-08-01 00:00:00,98.00 ,0,2
,Instant Light 塔可夫斯基拍立得攝影集,AnreiTarkovsky/虹風,1,繆思出版,2008-08-05 00:00:00,480.00 ,0,2
,极致之美,李栓科/主编,1,中信出版社,2014-01-01 00:00:00,238.00 ,0,2
,照片里的20世纪全球史,【英】尼克?雅普/赵思婷/苏敏/江培芳/陈琦/谢萌/妙晨/王阳/野老,2,海峡出版发行集团▏海峡书局,2015-01-30 00:00:00,600.00 ,0,2
,Vivian Maier,VivianMaier/JohnMaloof(ET)/Geoffyer(Text),1,PowerhouseBooks,2011-11-16 00:00:00,39.95 ,0,2
,塞尔吉奥·拉莱,塞尔吉奥·拉莱/阿格尼丝·塞壬,2,北京美术摄影出版社,2014-09-01 00:00:00,768.00 ,0,2
,浮光,吳明益,1,新經典圖文傳播,2014-01-08 00:00:00,380台币,0,2
,金陵古迹名胜影集,朱偰,1,中华书局,2006-08-01 00:00:00,48.00 ,0,2
,美国国家地理125年伟大瞬间,马克·柯林斯·詹金斯/同文,1,中国摄影出版社,2013-09-01 00:00:00,CNY298.00,0,2
,iane Arbus,ianeArbus,1,Aperture,1997-03-30 00:00:00,39.95 ,0,2
,Cui cui,川內倫子,1,IPS（日販）,2005-03-01 00:00:00,,0,2
